trait_type,trait_value,trait_unit,individual_pk,life_stage_general_initial,life_stage_general_final,species_reported,scientific_name
development,2,Days,TRAIND012111,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012112,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,2,Days,TRAIND012113,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012114,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012115,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012116,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012117,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012118,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012119,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012120,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012121,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012122,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012123,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012124,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012125,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012126,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012127,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012128,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012129,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012130,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012131,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012132,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012133,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012134,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012135,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012136,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012137,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012138,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012139,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,3,Days,TRAIND012140,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012141,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012142,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012143,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012144,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012145,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012146,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012147,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012148,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012149,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012150,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012151,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012152,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012153,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012154,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012155,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012156,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012157,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012158,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012159,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012160,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012161,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012162,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012163,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012164,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012165,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012166,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012167,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012168,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,4,Days,TRAIND012169,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012170,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012171,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012172,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012173,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012174,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012175,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012176,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012177,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012178,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012179,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012180,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012181,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012182,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012183,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012184,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012185,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012186,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012187,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012188,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,5,Days,TRAIND012189,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012190,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012191,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012192,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012193,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012194,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012195,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012196,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012197,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012198,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012199,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012200,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012201,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012202,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012203,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012204,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012205,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,6,Days,TRAIND012206,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012207,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012208,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012209,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012210,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012211,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012212,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012213,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012214,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012215,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012216,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012217,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012218,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012219,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012220,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012221,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012222,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012223,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012224,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012225,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012226,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,7,Days,TRAIND012227,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012228,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012229,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012230,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012231,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012232,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012233,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012234,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012235,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012236,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012237,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012238,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,8,Days,TRAIND012239,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012240,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012241,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012242,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012243,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012244,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012245,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012246,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,9,Days,TRAIND012247,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND012248,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND012249,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND012250,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,10,Days,TRAIND012251,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND012252,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND012253,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND012254,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND012255,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,11,Days,TRAIND012256,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND012257,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND012258,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND012259,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,12,Days,TRAIND012260,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012261,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012262,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012263,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012264,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012265,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012266,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012267,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012268,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,13,Days,TRAIND012269,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012270,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012271,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012272,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012273,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012274,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012275,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,14,Days,TRAIND012276,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012277,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012278,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012279,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012280,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012281,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012282,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012283,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012284,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,15,Days,TRAIND012285,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND012286,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND012287,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND012288,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND012289,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND012290,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,16,Days,TRAIND012291,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012292,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012293,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012294,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012295,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012296,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012297,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012298,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,17,Days,TRAIND012299,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012300,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012301,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012302,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012303,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012304,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012305,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012306,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012307,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012308,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012309,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,18,Days,TRAIND012310,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND012311,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND012312,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND012313,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND012314,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND012315,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND012316,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,19,Days,TRAIND012317,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012318,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012319,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012320,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012321,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012322,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012323,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012324,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012325,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012326,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012327,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012328,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,20,Days,TRAIND012329,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012330,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012331,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012332,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012333,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012334,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012335,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,21,Days,TRAIND012336,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,22,Days,TRAIND012337,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,22,Days,TRAIND012338,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,22,Days,TRAIND012339,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,23,Days,TRAIND012340,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,23,Days,TRAIND012341,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,23,Days,TRAIND012342,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,23,Days,TRAIND012343,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,23,Days,TRAIND012344,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,23,Days,TRAIND012345,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,24,Days,TRAIND012346,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,24,Days,TRAIND012347,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,24,Days,TRAIND012348,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND012349,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND012350,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND012351,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND012352,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND012353,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND012354,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
development,25,Days,TRAIND012355,"","",Aphidius_ervi,"Aphidius ervi Haliday, 1834"
